gk_positioning,gk_diving,gk_handling,gk_kicking,gk_reflexes,Cluster
14,13,8,13,13,Cluster 0
9,14,6,12,14,Cluster 0
12,13,7,5,10,Cluster 0
12,14,10,6,9,Cluster 0
9,13,7,14,5,Cluster 0
9,7,10,9,8,Cluster 3
14,12,13,11,9,Cluster 0
12,10,9,14,11,Cluster 0
11,5,13,5,14,Cluster 3
8,7,14,14,9,Cluster 3
9,8,9,7,7,Cluster 3
7,9,11,10,12,Cluster 3
7,8,15,13,8,Cluster 3
65,67,65,66,64,Cluster 1
7,11,14,13,12,Cluster 0
7,6,5,10,14,Cluster 3
11,7,6,7,8,Cluster 3
57,59,56,58,60,Cluster 2
14,10,8,7,8,Cluster 3
7,10,16,7,15,Cluster 0
9,10,10,7,14,Cluster 3
10,15,6,7,6,Cluster 0
8,12,9,15,15,Cluster 0
11,11,14,13,6,Cluster 0
63,63,63,62,65,Cluster 2
8,10,10,13,13,Cluster 3
6,7,14,11,6,Cluster 3
10,7,12,13,13,Cluster 3
11,11,7,10,15,Cluster 0
5,13,9,7,9,Cluster 0
13,5,8,13,9,Cluster 3
14,11,13,6,8,Cluster 0
52,58,58,55,51,Cluster 2
11,11,6,13,9,Cluster 0
49,51,49,45,52,Cluster 2
8,13,11,11,10,Cluster 0
7,11,9,12,14,Cluster 0
11,6,7,7,15,Cluster 3
7,12,5,6,15,Cluster 0
13,10,13,11,8,Cluster 0
10,8,16,11,9,Cluster 3
15,15,15,15,15,Cluster 0
12,6,10,14,13,Cluster 3
8,11,13,10,14,Cluster 0
6,9,12,12,8,Cluster 3
15,10,14,12,13,Cluster 0
7,14,9,5,9,Cluster 0
60,63,62,63,62,Cluster 2
12,10,7,11,8,Cluster 3
7,12,12,8,10,Cluster 0
6,10,8,10,6,Cluster 3
10,12,16,15,10,Cluster 0
14,6,14,9,13,Cluster 3
8,10,7,6,6,Cluster 3
7,14,11,13,9,Cluster 0
12,16,11,15,16,Cluster 0
12,5,14,9,13,Cluster 3
64,67,62,64,67,Cluster 1
8,8,13,9,8,Cluster 3
7,16,15,15,15,Cluster 0
63,68,62,62,67,Cluster 1
8,9,7,7,13,Cluster 3
12,14,9,12,5,Cluster 0
9,7,10,7,12,Cluster 3
11,13,7,10,7,Cluster 0
68,70,71,70,69,Cluster 1
10,14,11,8,10,Cluster 0
12,8,10,7,16,Cluster 3
10,6,7,8,11,Cluster 3
12,14,12,7,7,Cluster 0
8,14,10,13,13,Cluster 0
77,77,73,77,79,Cluster 1
7,9,7,8,11,Cluster 3
10,9,6,6,10,Cluster 3
7,7,5,14,9,Cluster 3
13,14,6,14,9,Cluster 0
13,9,9,10,11,Cluster 3
14,15,8,7,11,Cluster 0
12,12,11,11,12,Cluster 0
8,6,11,10,8,Cluster 3
7,8,15,11,11,Cluster 3
5,15,12,13,7,Cluster 0
14,13,8,6,7,Cluster 0
6,12,7,7,6,Cluster 0
8,10,14,13,14,Cluster 0
10,7,14,11,14,Cluster 3
10,12,13,10,13,Cluster 0
7,16,8,16,13,Cluster 0
12,8,10,12,7,Cluster 3
13,13,11,10,15,Cluster 0
7,14,14,11,10,Cluster 0
13,13,10,6,12,Cluster 0
16,8,12,11,12,Cluster 3
14,10,7,14,7,Cluster 3
13,12,6,14,11,Cluster 0
6,12,9,14,7,Cluster 0
13,6,8,12,12,Cluster 3
14,8,15,14,9,Cluster 3
5,6,8,15,8,Cluster 3
6,15,7,13,6,Cluster 0
7,11,14,7,13,Cluster 0
13,15,5,8,15,Cluster 0
15,13,15,10,10,Cluster 0
8,8,12,13,8,Cluster 3
7,9,8,7,8,Cluster 3
9,13,10,8,12,Cluster 0
14,9,8,13,9,Cluster 3
5,8,13,11,13,Cluster 3
9,13,12,11,10,Cluster 0
8,6,15,8,8,Cluster 3
9,14,14,11,11,Cluster 0
15,14,14,13,11,Cluster 0
14,8,12,8,6,Cluster 3
10,15,11,14,14,Cluster 0
69,70,65,64,74,Cluster 1
6,10,5,11,13,Cluster 3
15,9,6,10,13,Cluster 3
7,10,12,9,13,Cluster 3
16,7,10,10,16,Cluster 3
5,7,5,11,9,Cluster 3
12,7,7,14,6,Cluster 3
71,74,72,77,75,Cluster 1
55,52,50,63,58,Cluster 2
52,51,49,53,56,Cluster 2
11,13,10,11,13,Cluster 0
57,55,50,50,58,Cluster 2
7,8,12,9,9,Cluster 3
14,7,7,6,7,Cluster 3
54,56,53,54,58,Cluster 2
11,10,13,12,10,Cluster 0
14,15,14,12,9,Cluster 0
8,8,11,14,8,Cluster 3
61,64,63,57,63,Cluster 2
9,15,8,7,10,Cluster 0
10,9,9,8,15,Cluster 3
15,12,9,8,7,Cluster 0
9,9,14,8,12,Cluster 3
9,10,15,9,12,Cluster 0
68,71,68,65,73,Cluster 1
7,13,13,11,7,Cluster 0
12,15,8,6,9,Cluster 0
12,10,13,10,12,Cluster 0
8,9,15,6,6,Cluster 3
6,7,6,12,7,Cluster 3
11,8,7,8,5,Cluster 3
10,9,12,10,6,Cluster 3
10,10,10,13,14,Cluster 0
8,6,11,12,14,Cluster 3
7,11,11,12,8,Cluster 0
14,8,10,14,11,Cluster 3
11,15,6,11,9,Cluster 0
11,13,7,5,14,Cluster 0
6,10,8,11,6,Cluster 3
50,53,53,51,54,Cluster 2
12,9,13,12,14,Cluster 3
12,14,15,11,5,Cluster 0
8,14,10,11,16,Cluster 0
66,62,63,61,62,Cluster 2
11,8,9,14,14,Cluster 3
11,11,10,9,9,Cluster 0
12,15,10,6,7,Cluster 0
7,12,10,8,7,Cluster 0
7,11,10,14,8,Cluster 0
12,12,12,8,8,Cluster 0
14,7,12,8,14,Cluster 3
57,56,54,53,55,Cluster 2
6,6,6,9,14,Cluster 3
13,9,10,15,10,Cluster 3
68,68,71,68,73,Cluster 1
65,66,68,67,71,Cluster 1
10,12,8,11,8,Cluster 0
13,7,13,6,15,Cluster 3
56,58,58,57,60,Cluster 2
10,12,15,14,9,Cluster 0
10,15,12,10,8,Cluster 0
7,7,13,10,13,Cluster 3
11,8,10,6,7,Cluster 3
9,5,5,9,7,Cluster 3
11,11,7,5,11,Cluster 0
11,11,14,8,7,Cluster 0
65,66,62,64,66,Cluster 1
10,7,5,15,5,Cluster 3
6,6,11,11,8,Cluster 3
9,12,14,8,8,Cluster 0
63,68,65,67,67,Cluster 1
8,10,13,8,6,Cluster 3
54,60,62,55,52,Cluster 2
15,7,11,13,13,Cluster 3
7,14,7,15,5,Cluster 0
6,9,9,7,11,Cluster 3
7,13,15,13,13,Cluster 0
11,12,15,8,14,Cluster 0
13,9,7,13,10,Cluster 3
12,5,9,6,14,Cluster 3
6,10,10,12,8,Cluster 3
11,13,13,16,11,Cluster 0
7,15,6,7,10,Cluster 0
9,14,9,13,11,Cluster 0
5,13,6,13,12,Cluster 0
6,13,12,12,15,Cluster 0
6,7,7,12,14,Cluster 3
9,15,14,14,12,Cluster 0
14,14,8,9,11,Cluster 0
7,11,15,10,10,Cluster 0
14,11,11,8,7,Cluster 0
8,14,13,13,14,Cluster 0
13,8,6,11,15,Cluster 3
9,11,8,9,5,Cluster 0
2,2,2,3,4,Cluster 3
12,15,7,15,12,Cluster 0
64,66,64,65,67,Cluster 1
61,64,60,61,62,Cluster 2
8,10,6,10,13,Cluster 3
8,16,10,15,14,Cluster 0
9,9,10,7,16,Cluster 3
15,11,12,10,13,Cluster 0
6,12,10,8,10,Cluster 0
5,11,11,9,14,Cluster 0
51,52,54,51,57,Cluster 2
16,15,13,13,7,Cluster 0
6,5,8,11,13,Cluster 3
13,7,7,6,14,Cluster 3
74,78,73,59,81,Cluster 1
13,7,14,15,10,Cluster 3
6,11,9,8,11,Cluster 0
12,12,12,13,15,Cluster 0
6,11,15,10,7,Cluster 0
64,71,62,63,72,Cluster 1
15,12,11,15,10,Cluster 0
5,9,9,7,12,Cluster 3
63,67,63,62,69,Cluster 1
8,12,7,7,13,Cluster 0
7,14,14,8,13,Cluster 0
11,10,14,10,13,Cluster 0
6,15,12,6,12,Cluster 0
8,10,7,13,11,Cluster 3
52,54,53,54,54,Cluster 2
11,13,13,7,8,Cluster 0
13,10,10,9,6,Cluster 3
9,7,9,8,16,Cluster 3
10,15,8,8,6,Cluster 0
12,13,14,14,13,Cluster 0
12,5,10,8,13,Cluster 3
5,11,13,7,6,Cluster 0
56,59,57,52,57,Cluster 2
13,12,14,14,15,Cluster 0
5,5,7,13,11,Cluster 3
11,9,14,10,6,Cluster 3
15,10,12,11,11,Cluster 0
11,15,13,16,13,Cluster 0
15,6,11,9,14,Cluster 3
16,15,10,10,6,Cluster 0
9,12,7,6,9,Cluster 0
10,6,6,11,14,Cluster 3
15,11,11,6,11,Cluster 0
67,69,67,66,70,Cluster 1
14,5,12,13,9,Cluster 3
11,10,13,9,12,Cluster 0
9,5,7,12,7,Cluster 3
10,12,12,8,14,Cluster 0
11,7,14,13,11,Cluster 3
7,14,7,13,12,Cluster 0
10,13,8,8,5,Cluster 0
10,15,16,8,16,Cluster 0
6,6,11,11,11,Cluster 3
7,12,14,11,6,Cluster 0
11,7,16,12,7,Cluster 3
15,9,10,15,9,Cluster 3
13,7,12,8,11,Cluster 3
6,9,7,9,11,Cluster 3
7,13,13,6,12,Cluster 0
15,13,14,10,11,Cluster 0
7,7,7,11,6,Cluster 3
7,16,11,7,6,Cluster 0
12,12,13,13,6,Cluster 0
49,64,63,57,60,Cluster 2
64,65,62,62,66,Cluster 2
11,11,11,7,12,Cluster 0
7,10,9,11,15,Cluster 3
12,12,9,14,6,Cluster 0
6,12,14,5,11,Cluster 0
8,11,11,14,11,Cluster 0
10,5,8,8,12,Cluster 3
8,10,10,10,11,Cluster 3
10,8,13,8,8,Cluster 3
12,5,9,7,7,Cluster 3
12,14,13,12,12,Cluster 0
5,11,12,8,12,Cluster 0
14,13,13,13,11,Cluster 0
75,74,72,67,75,Cluster 1
14,9,16,6,9,Cluster 3
14,6,13,10,14,Cluster 3
65,66,63,58,67,Cluster 2
6,7,6,12,13,Cluster 3
8,10,9,13,16,Cluster 0
13,13,9,11,8,Cluster 0
10,12,11,15,6,Cluster 0
14,9,7,12,6,Cluster 3
70,75,72,66,77,Cluster 1
14,13,7,7,11,Cluster 0
6,15,15,10,10,Cluster 0
11,6,9,13,12,Cluster 3
13,14,8,14,10,Cluster 0
61,64,66,62,66,Cluster 2
8,16,8,15,15,Cluster 0
6,6,9,12,11,Cluster 3
10,10,15,14,12,Cluster 0
5,14,8,6,8,Cluster 0
12,14,12,9,13,Cluster 0
7,15,8,12,14,Cluster 0
8,9,10,11,7,Cluster 3
7,14,12,13,13,Cluster 0
14,7,6,9,13,Cluster 3
15,11,15,9,14,Cluster 0
12,14,9,6,12,Cluster 0
8,8,9,11,6,Cluster 3
59,63,61,60,64,Cluster 2
14,15,11,10,5,Cluster 0
12,13,5,12,6,Cluster 0
12,13,12,8,11,Cluster 0
5,6,7,12,10,Cluster 3
16,7,11,10,7,Cluster 3
6,7,7,14,8,Cluster 3
10,13,7,8,10,Cluster 0
76,78,75,72,79,Cluster 1
7,8,7,15,8,Cluster 3
11,7,14,13,7,Cluster 3
72,74,66,69,73,Cluster 1
8,7,13,15,15,Cluster 3
12,13,13,12,12,Cluster 0
7,7,10,7,13,Cluster 3
10,13,8,11,12,Cluster 0
76,75,71,70,84,Cluster 1
13,12,11,13,13,Cluster 0
11,13,11,13,14,Cluster 0
61,70,64,66,68,Cluster 1
6,7,14,9,15,Cluster 3
6,10,10,16,9,Cluster 3
13,8,10,8,15,Cluster 3
9,6,13,12,10,Cluster 3
5,14,14,6,12,Cluster 0
8,8,11,7,8,Cluster 3
11,16,16,8,12,Cluster 0
62,56,59,56,58,Cluster 2
48,48,52,51,51,Cluster 2
7,15,13,6,14,Cluster 0
12,12,12,12,12,Cluster 0
8,12,7,8,13,Cluster 0
8,6,14,14,11,Cluster 3
15,13,12,7,11,Cluster 0
14,17,10,13,17,Cluster 0
9,13,14,7,13,Cluster 0
10,11,9,11,10,Cluster 0
6,11,12,10,7,Cluster 0
7,8,10,7,12,Cluster 3
10,10,10,11,7,Cluster 3
12,9,8,13,8,Cluster 3
6,13,9,10,7,Cluster 0
8,9,10,5,11,Cluster 3
11,8,14,9,8,Cluster 3
9,8,14,12,15,Cluster 3
14,13,6,5,6,Cluster 0
6,5,12,11,10,Cluster 3
7,11,15,12,10,Cluster 0
6,14,8,11,14,Cluster 0
56,61,59,59,65,Cluster 2
9,15,11,12,10,Cluster 0
6,11,5,9,13,Cluster 0
6,14,10,9,7,Cluster 0
81,80,76,74,79,Cluster 1
9,12,11,8,13,Cluster 0
56,60,56,56,60,Cluster 2
12,12,15,14,9,Cluster 0
12,8,8,15,16,Cluster 3
11,7,9,12,12,Cluster 3
12,15,12,16,14,Cluster 0
7,14,7,7,13,Cluster 0
6,8,12,13,9,Cluster 3
13,10,6,12,12,Cluster 3
78,84,78,67,84,Cluster 1
7,7,7,10,14,Cluster 3
12,11,14,14,7,Cluster 0
10,12,8,13,7,Cluster 0
10,12,6,6,10,Cluster 0
14,15,7,13,12,Cluster 0
12,14,14,15,8,Cluster 0
8,9,13,9,14,Cluster 3
11,6,12,14,11,Cluster 3
15,15,15,14,16,Cluster 0
8,13,7,14,13,Cluster 0
12,5,13,11,5,Cluster 3
67,64,59,63,69,Cluster 1
12,10,8,6,9,Cluster 3
68,65,66,63,68,Cluster 1
15,6,7,7,14,Cluster 3
62,59,60,61,60,Cluster 2
50,59,58,56,59,Cluster 2
12,8,9,7,14,Cluster 3
9,15,5,6,8,Cluster 0
15,12,5,9,9,Cluster 0
12,9,6,8,11,Cluster 3
15,14,6,11,10,Cluster 0
52,55,54,57,52,Cluster 2
9,13,7,10,5,Cluster 0
10,14,6,6,13,Cluster 0
7,8,7,10,7,Cluster 3
11,9,8,7,14,Cluster 3
10,9,15,16,8,Cluster 3
10,6,15,6,7,Cluster 3
14,15,12,14,9,Cluster 0
16,8,9,15,8,Cluster 3
14,11,14,11,12,Cluster 0
12,7,10,8,9,Cluster 3
9,15,11,14,14,Cluster 0
10,13,11,8,12,Cluster 0
16,8,15,15,12,Cluster 3
12,12,10,13,9,Cluster 0
11,7,11,6,12,Cluster 3
13,8,6,6,14,Cluster 3
7,8,13,12,12,Cluster 3
13,11,12,6,13,Cluster 0
12,14,8,15,10,Cluster 0
8,7,9,7,11,Cluster 3
7,8,12,6,15,Cluster 3
10,8,11,7,13,Cluster 3
14,6,10,12,12,Cluster 3
14,14,14,12,15,Cluster 0
67,69,64,68,71,Cluster 1
9,9,15,14,7,Cluster 3
5,13,13,8,7,Cluster 0
10,6,7,13,15,Cluster 3
65,64,60,64,62,Cluster 2
12,6,7,11,12,Cluster 3
9,8,12,11,10,Cluster 3
10,12,11,9,8,Cluster 0
8,16,10,8,11,Cluster 0
6,13,13,13,8,Cluster 0
12,15,14,12,12,Cluster 0
14,10,13,11,8,Cluster 0
11,7,8,11,7,Cluster 3
9,14,7,11,14,Cluster 0
8,13,7,7,7,Cluster 0
6,7,9,10,8,Cluster 3
15,7,9,14,12,Cluster 3
8,14,12,14,14,Cluster 0
7,12,12,11,13,Cluster 0
12,10,15,11,16,Cluster 0
9,6,6,14,15,Cluster 3
14,7,6,10,9,Cluster 3
12,7,7,8,14,Cluster 3
13,13,10,11,10,Cluster 0
59,58,60,59,60,Cluster 2
15,8,8,9,8,Cluster 3
59,54,54,53,54,Cluster 2
8,15,7,11,7,Cluster 0
8,6,7,15,10,Cluster 3
8,13,7,7,14,Cluster 0
10,10,7,10,13,Cluster 3
8,8,8,5,11,Cluster 3
13,10,6,8,9,Cluster 3
7,14,7,13,5,Cluster 0
12,13,15,13,14,Cluster 0
78,75,76,82,77,Cluster 1
12,11,7,11,12,Cluster 0
6,7,9,9,15,Cluster 3
68,67,66,65,69,Cluster 1
7,6,14,13,9,Cluster 3
8,8,9,16,7,Cluster 3
6,11,6,9,12,Cluster 0
13,11,12,5,14,Cluster 0
16,16,12,8,15,Cluster 0
12,9,10,15,8,Cluster 3
6,7,13,6,6,Cluster 3
8,8,10,14,12,Cluster 3
9,14,7,8,15,Cluster 0
12,13,12,7,11,Cluster 0
12,11,12,5,10,Cluster 0
10,13,13,10,5,Cluster 0
10,10,12,8,15,Cluster 3
12,5,5,12,14,Cluster 3
64,71,67,70,71,Cluster 1
7,12,16,8,9,Cluster 0
59,62,62,61,63,Cluster 2
11,13,8,14,11,Cluster 0
7,9,14,5,9,Cluster 3
14,6,12,9,5,Cluster 3
6,12,7,9,12,Cluster 0
12,13,12,8,5,Cluster 0
11,9,6,5,7,Cluster 3
7,5,6,14,8,Cluster 3
10,8,15,6,13,Cluster 3
13,10,14,11,12,Cluster 0
8,14,5,10,14,Cluster 0
10,10,7,7,10,Cluster 3
10,9,7,6,11,Cluster 3
13,11,13,15,15,Cluster 0
15,12,16,7,9,Cluster 0
7,9,10,9,13,Cluster 3
15,6,15,13,6,Cluster 3
10,14,9,12,14,Cluster 0
5,6,13,10,5,Cluster 3
9,11,11,8,11,Cluster 0
10,7,11,9,21,Cluster 3
56,61,59,58,57,Cluster 2
6,9,14,5,8,Cluster 3
9,6,11,11,15,Cluster 3
7,10,9,13,10,Cluster 3
8,13,10,6,13,Cluster 0
9,7,12,15,8,Cluster 3
11,13,13,9,9,Cluster 0
6,12,9,12,14,Cluster 0
15,11,6,8,12,Cluster 0
15,11,14,12,10,Cluster 0
8,11,14,7,9,Cluster 0
14,15,7,11,9,Cluster 0
9,14,9,7,15,Cluster 0
67,70,66,68,72,Cluster 1
11,11,10,8,11,Cluster 0
13,15,10,15,11,Cluster 0
6,11,9,13,6,Cluster 0
9,8,12,15,12,Cluster 3
9,15,14,12,10,Cluster 0
15,13,14,14,10,Cluster 0
6,10,13,12,8,Cluster 3
60,60,60,60,62,Cluster 2
7,8,9,9,13,Cluster 3
80,84,78,71,86,Cluster 1
8,8,7,13,8,Cluster 3
9,10,5,14,15,Cluster 3
10,11,11,15,8,Cluster 0
8,11,14,10,7,Cluster 0
6,6,11,10,14,Cluster 3
10,12,6,5,6,Cluster 0
12,6,7,12,6,Cluster 3
13,10,12,12,12,Cluster 0
50,50,57,45,49,Cluster 2
8,8,9,14,7,Cluster 3
14,15,13,9,6,Cluster 0
9,10,9,13,9,Cluster 3
7,7,10,8,6,Cluster 3
12,13,12,9,9,Cluster 0
10,8,14,8,6,Cluster 3
8,8,8,13,16,Cluster 3
12,8,8,9,15,Cluster 3
8,14,11,11,9,Cluster 0
11,13,6,13,11,Cluster 0
5,14,5,6,11,Cluster 0
6,8,9,10,12,Cluster 3
11,7,14,11,15,Cluster 3
8,6,15,7,13,Cluster 3
52,62,56,54,54,Cluster 2
12,12,13,6,11,Cluster 0
8,9,7,14,6,Cluster 3
7,7,11,5,8,Cluster 3
14,8,9,9,12,Cluster 3
13,14,7,12,15,Cluster 0
11,5,13,5,9,Cluster 3
15,12,13,13,13,Cluster 0
57,61,58,54,58,Cluster 2
10,13,11,11,9,Cluster 0
9,9,7,9,15,Cluster 3
12,10,13,11,13,Cluster 0
13,14,11,8,9,Cluster 0
14,16,10,8,7,Cluster 0
15,6,12,6,5,Cluster 3
15,5,10,12,9,Cluster 3
15,14,8,8,5,Cluster 0
8,9,11,6,10,Cluster 3
6,8,10,11,10,Cluster 3
14,16,9,9,13,Cluster 0
15,12,10,14,5,Cluster 0
67,71,66,66,72,Cluster 1
14,6,7,11,14,Cluster 3
10,10,15,13,12,Cluster 0
10,14,7,9,9,Cluster 0
6,7,8,9,12,Cluster 3
9,14,11,13,15,Cluster 0
76,79,78,72,79,Cluster 1
14,14,8,7,11,Cluster 0
5,6,11,11,14,Cluster 3
10,8,11,13,14,Cluster 3
5,5,7,10,14,Cluster 3
12,7,11,14,11,Cluster 3
11,17,19,16,15,Cluster 0
8,6,14,10,11,Cluster 3
10,15,13,12,9,Cluster 0
8,8,14,9,11,Cluster 3
10,10,12,7,9,Cluster 3
9,14,11,9,12,Cluster 0
14,13,5,7,8,Cluster 0
12,15,6,12,12,Cluster 0
8,14,15,11,12,Cluster 0
14,11,15,15,6,Cluster 0
9,6,7,8,8,Cluster 3
14,13,11,6,13,Cluster 0
12,15,6,7,8,Cluster 0
8,15,12,11,8,Cluster 0
63,66,62,63,67,Cluster 1
14,13,14,5,10,Cluster 0
6,13,12,9,14,Cluster 0
14,8,12,11,15,Cluster 3
13,11,13,12,11,Cluster 0
10,11,7,10,10,Cluster 0
10,14,15,14,9,Cluster 0
15,6,11,7,12,Cluster 3
64,68,60,69,70,Cluster 1
65,68,62,62,72,Cluster 1
12,12,9,9,8,Cluster 0
11,10,11,13,13,Cluster 0
67,67,68,66,70,Cluster 1
65,68,64,63,64,Cluster 1
6,11,12,12,11,Cluster 0
5,5,5,5,5,Cluster 3
7,13,9,9,9,Cluster 0
7,15,6,7,12,Cluster 0
8,15,6,8,8,Cluster 0
14,13,10,10,12,Cluster 0
10,13,10,5,15,Cluster 0
7,13,13,15,10,Cluster 0
16,9,7,10,7,Cluster 3
9,8,12,6,13,Cluster 3
8,11,12,6,11,Cluster 0
14,7,15,9,6,Cluster 3
7,14,6,8,8,Cluster 0
10,11,9,15,6,Cluster 0
7,13,13,8,8,Cluster 0
5,15,14,12,8,Cluster 0
11,10,12,9,13,Cluster 3
10,13,11,14,8,Cluster 0
55,56,56,58,63,Cluster 2
10,10,7,11,11,Cluster 3
7,8,6,7,5,Cluster 3
10,7,14,10,14,Cluster 3
6,10,5,10,9,Cluster 3
7,7,11,13,6,Cluster 3
7,5,9,10,8,Cluster 3
11,13,11,7,11,Cluster 0
8,11,13,13,13,Cluster 0
8,10,11,12,10,Cluster 3
15,9,16,9,8,Cluster 3
6,6,9,11,5,Cluster 3
6,14,11,11,9,Cluster 0
6,15,11,13,12,Cluster 0
10,6,13,7,14,Cluster 3
14,6,8,13,11,Cluster 3
13,11,9,14,6,Cluster 0
11,7,12,9,6,Cluster 3
7,11,6,9,12,Cluster 0
15,16,12,8,11,Cluster 0
73,76,71,72,75,Cluster 1
11,9,6,13,13,Cluster 3
15,14,9,8,12,Cluster 0
9,10,11,8,13,Cluster 3
56,58,54,54,57,Cluster 2
68,68,67,66,67,Cluster 1
15,5,9,8,7,Cluster 3
14,13,14,6,15,Cluster 0
13,13,5,14,8,Cluster 0
5,5,8,8,13,Cluster 3
6,6,13,10,14,Cluster 3
63,67,61,65,68,Cluster 1
8,13,12,5,11,Cluster 0
7,8,14,13,13,Cluster 3
11,11,12,13,15,Cluster 0
13,13,10,12,12,Cluster 0
5,11,12,12,14,Cluster 0
16,16,7,7,6,Cluster 0
8,8,13,14,6,Cluster 3
10,8,14,7,6,Cluster 3
15,15,12,7,8,Cluster 0
13,9,9,6,11,Cluster 3
9,10,7,9,8,Cluster 3
10,13,9,8,13,Cluster 0
13,8,9,14,8,Cluster 3
6,11,12,7,10,Cluster 0
14,14,13,13,9,Cluster 0
6,11,7,10,13,Cluster 0
13,14,10,9,7,Cluster 0
69,68,70,67,70,Cluster 1
8,6,6,14,5,Cluster 3
11,5,14,10,13,Cluster 3
6,13,8,7,14,Cluster 0
10,6,8,7,10,Cluster 3
8,14,7,14,13,Cluster 0
9,16,9,8,7,Cluster 0
6,12,12,8,11,Cluster 0
12,5,5,14,5,Cluster 3
7,11,7,6,14,Cluster 0
12,9,11,12,10,Cluster 3
10,10,15,8,6,Cluster 3
13,10,10,10,12,Cluster 3
13,14,8,14,14,Cluster 0
7,13,14,12,8,Cluster 0
13,7,11,8,14,Cluster 3
8,8,12,12,9,Cluster 3
15,11,14,11,16,Cluster 0
11,15,14,6,12,Cluster 0
9,15,7,7,15,Cluster 0
10,10,8,7,11,Cluster 3
9,8,13,7,10,Cluster 3
10,6,11,13,12,Cluster 3
14,5,11,15,14,Cluster 3
9,8,13,8,10,Cluster 3
71,73,72,70,70,Cluster 1
7,9,14,7,15,Cluster 3
15,10,13,15,9,Cluster 0
11,7,11,7,9,Cluster 3
7,10,9,12,14,Cluster 3
8,9,14,13,12,Cluster 3
13,14,12,13,6,Cluster 0
9,10,9,13,9,Cluster 3
8,11,9,6,14,Cluster 0
11,12,10,6,13,Cluster 0
7,12,12,11,16,Cluster 0
8,14,11,10,10,Cluster 0
13,7,10,13,9,Cluster 3
10,14,11,7,15,Cluster 0
10,9,12,8,9,Cluster 3
6,10,11,7,6,Cluster 3
10,10,8,15,7,Cluster 3
12,13,9,6,10,Cluster 0
8,15,11,7,11,Cluster 0
12,12,6,13,6,Cluster 0
11,13,9,9,15,Cluster 0
16,10,15,9,9,Cluster 0
15,14,6,10,14,Cluster 0
14,7,8,15,8,Cluster 3
8,7,6,13,12,Cluster 3
11,13,11,15,8,Cluster 0
7,11,15,8,7,Cluster 0
66,70,66,65,70,Cluster 1
5,10,7,6,6,Cluster 3
15,5,13,10,14,Cluster 3
10,15,8,15,8,Cluster 0
8,14,8,15,18,Cluster 0
60,63,60,59,62,Cluster 2
7,9,6,9,14,Cluster 3
50,53,59,58,51,Cluster 2
11,15,14,9,12,Cluster 0
66,70,64,61,70,Cluster 1
15,14,11,6,7,Cluster 0
14,10,6,11,6,Cluster 3
9,11,10,14,9,Cluster 0
7,9,6,6,6,Cluster 3
6,7,12,11,10,Cluster 3
77,79,87,85,81,Cluster 1
9,14,13,9,8,Cluster 0
13,6,7,8,13,Cluster 3
12,14,13,9,11,Cluster 0
9,8,6,12,13,Cluster 3
12,11,10,14,6,Cluster 0
9,9,14,6,10,Cluster 3
5,13,11,11,13,Cluster 0
7,9,12,9,8,Cluster 3
11,14,6,7,15,Cluster 0
5,5,5,5,5,Cluster 3
16,11,12,10,10,Cluster 0
12,12,6,12,10,Cluster 0
11,6,7,15,6,Cluster 3
6,13,13,8,7,Cluster 0
10,6,13,11,9,Cluster 3
6,6,13,14,7,Cluster 3
62,64,64,66,64,Cluster 2
8,11,8,9,11,Cluster 0
71,71,74,74,75,Cluster 1
6,15,6,8,14,Cluster 0
9,10,8,15,11,Cluster 3
9,10,9,15,11,Cluster 3
6,13,14,13,9,Cluster 0
15,12,12,13,13,Cluster 0
6,9,12,15,6,Cluster 3
15,6,11,11,7,Cluster 3
8,12,14,14,9,Cluster 0
63,65,64,64,63,Cluster 2
65,67,61,61,69,Cluster 1
60,67,63,62,67,Cluster 2
10,7,10,15,13,Cluster 3
12,7,13,15,7,Cluster 3
12,8,7,7,10,Cluster 3
60,62,63,61,58,Cluster 2
15,14,8,6,10,Cluster 0
14,15,18,11,11,Cluster 0
6,14,5,7,9,Cluster 0
8,11,14,9,15,Cluster 0
10,11,7,11,10,Cluster 0
15,15,8,12,12,Cluster 0
67,74,67,59,73,Cluster 1
12,11,10,14,6,Cluster 0
57,58,56,59,59,Cluster 2
10,5,8,9,15,Cluster 3
6,8,13,11,8,Cluster 3
8,9,14,7,10,Cluster 3
10,12,14,9,14,Cluster 0
14,15,13,13,12,Cluster 0
15,15,9,11,10,Cluster 0
7,7,13,13,8,Cluster 3
14,9,7,10,12,Cluster 3
12,6,9,13,15,Cluster 3
12,14,8,11,14,Cluster 0
7,7,7,6,15,Cluster 3
7,10,11,13,7,Cluster 3
13,11,14,13,13,Cluster 0
65,66,64,63,66,Cluster 1
6,14,6,9,12,Cluster 0
8,16,10,14,13,Cluster 0
56,54,53,55,62,Cluster 2
13,10,10,9,10,Cluster 3
12,7,16,10,11,Cluster 3
8,9,13,11,9,Cluster 3
15,7,6,11,9,Cluster 3
6,6,6,7,15,Cluster 3
10,6,13,7,6,Cluster 3
10,10,10,8,11,Cluster 3
5,4,5,6,4,Cluster 3
10,12,8,13,7,Cluster 0
8,14,16,9,7,Cluster 0
14,15,12,13,12,Cluster 0
8,5,13,10,11,Cluster 3
9,10,10,11,11,Cluster 3
85,90,83,79,89,Cluster 1
13,12,7,8,10,Cluster 0
